Timestamp,Error_Type,Line_Number,Raw_Message,Source_Code_Snippet
2026-03-07 00:34:27,expected ';' after expression,5,"temp_code.cpp:5:11: error: expected ';' after expression
    5 |        get
      |           ^
      |           ;
temp_code.cpp:5:8: error: reference to overloaded function could not be resolved; did you mean to call it?
    5 |        get
      |        ^~~
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/tuple:1072:1: note: possible target for call
 1072 | get(tuple<_Tp...>& __t) _NOEXCEPT {
      | ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/tuple:1079:1: note: possible target for call
 1079 | get(const tuple<_Tp...>& __t) _NOEXCEPT {
      | ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/tuple:1086:1: note: possible target for call
 1086 | get(tuple<_Tp...>&& __t) _NOEXCEPT {
      | ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/tuple:1093:1: note: possible target for call
 1093 | get(const tuple<_Tp...>&& __t) _NOEXCEPT {
      | ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/array:504:65: note: possible target for call
  504 | inline _LIBCPP_HIDE_FROM_ABI _LIBCPP_CONSTEXPR_SINCE_CXX14 _Tp& get(array<_Tp, _Size>& __a) _NOEXCEPT {
      |                                                                 ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/array:510:71: note: possible target for call
  510 | inline _LIBCPP_HIDE_FROM_ABI _LIBCPP_CONSTEXPR_SINCE_CXX14 const _Tp& get(const array<_Tp, _Size>& __a) _NOEXCEPT {
      |                                                                       ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/array:516:66: note: possible target for call
  516 | inline _LIBCPP_HIDE_FROM_ABI _LIBCPP_CONSTEXPR_SINCE_CXX14 _Tp&& get(array<_Tp, _Size>&& __a) _NOEXCEPT {
      |                                                                  ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/array:522:72: note: possible target for call
  522 | inline _LIBCPP_HIDE_FROM_ABI _LIBCPP_CONSTEXPR_SINCE_CXX14 const _Tp&& get(const array<_Tp, _Size>&& __a) _NOEXCEPT {
      |                                                                        ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:609:1: note: possible target for call
  609 | get(pair<_T1, _T2>& __p) _NOEXCEPT {
      | ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:615:1: note: possible target for call
  615 | get(const pair<_T1, _T2>& __p) _NOEXCEPT {
      | ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:621:1: note: possible target for call
  621 | get(pair<_T1, _T2>&& __p) _NOEXCEPT {
      | ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:627:1: note: possible target for call
  627 | get(const pair<_T1, _T2>&& __p) _NOEXCEPT {
      | ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/tuple:1101:45: note: possible target for call
 1101 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1& get(tuple<_Args...>& __tup) noexcept {
      |                                             ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/tuple:1106:51: note: possible target for call
 1106 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1 const& get(tuple<_Args...> const& __tup) noexcept {
      |                                                   ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/tuple:1111:46: note: possible target for call
 1111 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1&& get(tuple<_Args...>&& __tup) noexcept {
      |                                              ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/tuple:1116:52: note: possible target for call
 1116 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1 const&& get(tuple<_Args...> const&& __tup) noexcept {
      |                                                    ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:633:45: note: possible target for call
  633 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1& get(pair<_T1, _T2>& __p) _NOEXCEPT {
      |                                             ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:638:51: note: possible target for call
  638 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1 const& get(pair<_T1, _T2> const& __p) _NOEXCEPT {
      |                                                   ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:643:46: note: possible target for call
  643 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1&& get(pair<_T1, _T2>&& __p) _NOEXCEPT {
      |                                              ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:648:52: note: possible target for call
  648 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1 const&& get(pair<_T1, _T2> const&& __p) _NOEXCEPT {
      |                                                    ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:653:45: note: possible target for call
  653 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1& get(pair<_T2, _T1>& __p) _NOEXCEPT {
      |                                             ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:658:51: note: possible target for call
  658 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1 const& get(pair<_T2, _T1> const& __p) _NOEXCEPT {
      |                                                   ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:663:46: note: possible target for call
  663 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1&& get(pair<_T2, _T1>&& __p) _NOEXCEPT {
      |                                              ^
/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1/__utility/pair.h:668:52: note: possible target for call
  668 | inline _LIBCPP_HIDE_FROM_ABI constexpr _T1 const&& get(pair<_T2, _T1> const&& __p) _NOEXCEPT {
      |                                                    ^
2 errors generated.
",get
2026-03-09 07:48:11,"❌ ERROR: Time Limit Exceeded! Your code might have an infinite loop (e.g., while(true)).",Unknown,"❌ ERROR: Time Limit Exceeded! Your code might have an infinite loop (e.g., while(true)).",N/A
2026-03-09 07:57:29,"❌ ERROR: Time Limit Exceeded! Your code might have an infinite loop (e.g., while(true)).",Unknown,"❌ ERROR: Time Limit Exceeded! Your code might have an infinite loop (e.g., while(true)).",N/A
2026-03-09 07:57:50,invalid operands to binary expression ('string' (aka 'basic_string<char>') and 'int'),10,"temp_code.cpp:10:23: error: invalid operands to binary expression ('string' (aka 'basic_string<char>') and 'int')
   10 |     int result = name * age; 
      |                  ~~~~ ^ ~~~
1 error generated.
",int result = name * age;
2026-03-09 09:49:59,expected ';' after expression,6,"temp_code.cpp:6:41: error: expected ';' after expression
    6 |         cout << ""Hello, Server!"" << endl
      |                                         ^
      |                                         ;
1 error generated.
","cout << ""Hello, Server!"" << endl"
2026-03-09 09:53:05,expected ';' after expression,6,"temp_code.cpp:6:41: error: expected ';' after expression
    6 |         cout << ""Hello, Server!"" << endl
      |                                         ^
      |                                         ;
1 error generated.
","cout << ""Hello, Server!"" << endl"
2026-03-09 10:18:04,expected ';' after expression,6,"temp_code.cpp:6:41: error: expected ';' after expression
    6 |         cout << ""Hello, Server!"" << endl
      |                                         ^
      |                                         ;
temp_code.cpp:9:15: warning: array index 10 is past the end of the array (that has type 'int[1]') [-Warray-bounds]
    9 |         cout<<arr[10];
      |               ^   ~~
temp_code.cpp:7:9: note: array 'arr' declared here
    7 |         int arr[1];
      |         ^
1 warning and 1 error generated.
","cout << ""Hello, Server!"" << endl"
2026-03-09 10:22:48,expected ';' after expression,6,"temp_code.cpp:6:41: error: expected ';' after expression
    6 |         cout << ""Hello, Server!"" << endl
      |                                         ^
      |                                         ;
temp_code.cpp:9:15: warning: array index 10 is past the end of the array (that has type 'int[1]') [-Warray-bounds]
    9 |         cout<<arr[10];
      |               ^   ~~
temp_code.cpp:7:9: note: array 'arr' declared here
    7 |         int arr[1];
      |         ^
1 warning and 1 error generated.
","cout << ""Hello, Server!"" << endl"
2026-03-09 10:23:05,expected ';' after expression,6,"temp_code.cpp:6:41: error: expected ';' after expression
    6 |         cout << ""Hello, Server!"" << endl
      |                                         ^
      |                                         ;
temp_code.cpp:9:15: warning: array index 10 is past the end of the array (that has type 'int[1]') [-Warray-bounds]
    9 |         cout<<arr[10];
      |               ^   ~~
temp_code.cpp:7:9: note: array 'arr' declared here
    7 |         int arr[1];
      |         ^
1 warning and 1 error generated.
","cout << ""Hello, Server!"" << endl;"
2026-03-09 10:23:35,expected ';' after expression,9,"temp_code.cpp:9:22: error: expected ';' after expression
    9 |         cout<<arr[10]
      |                      ^
      |                      ;
temp_code.cpp:9:15: warning: array index 10 is past the end of the array (that has type 'int[1]') [-Warray-bounds]
    9 |         cout<<arr[10]
      |               ^   ~~
temp_code.cpp:7:9: note: array 'arr' declared here
    7 |         int arr[1];
      |         ^
1 warning and 1 error generated.
",cout<<arr[10]
2026-03-09 10:42:51,expected ';' after expression,9,"temp_code.cpp:9:22: error: expected ';' after expression
    9 |         cout<<arr[10]
      |                      ^
      |                      ;
temp_code.cpp:9:15: warning: array index 10 is past the end of the array (that has type 'int[1]') [-Warray-bounds]
    9 |         cout<<arr[10]
      |               ^   ~~
temp_code.cpp:7:9: note: array 'arr' declared here
    7 |         int arr[1];
      |         ^
1 warning and 1 error generated.
",cout<<arr[10]
2026-03-09 10:50:34,expected ']',13,"temp_code.cpp:13:5: error: expected ']'
   13 |     return 0;
      |     ^
temp_code.cpp:9:18: note: to match this '['
    9 |         cout<<arr[1
      |                  ^
1 error generated.
",return 0;
2026-03-09 10:51:31,expected ']',13,"temp_code.cpp:13:5: error: expected ']'
   13 |     return 0;
      |     ^
temp_code.cpp:9:18: note: to match this '['
    9 |         cout<<arr[1
      |                  ^
1 error generated.
",return 0;
2026-03-09 10:51:32,expected ';' after expression,9,"temp_code.cpp:9:18: error: expected ';' after expression
    9 |         cout<<arr
      |                  ^
      |                  ;
1 error generated.
",cout<<arr
2026-03-09 10:51:50,expected ';' after expression,9,"temp_code.cpp:9:18: error: expected ';' after expression
    9 |         cout<<arr
      |                  ^
      |                  ;
1 error generated.
",cout<<arr
2026-03-10 18:29:21,expected ';' after expression,6,"temp_code.cpp:6:41: error: expected ';' after expression
    6 |         cout << ""Hello, Server!"" << endl
      |                                         ^
      |                                         ;
1 error generated.
","cout << ""Hello, Server!"" << endl"
2026-03-10 19:38:20,expected ';' after expression,6,"temp_code.cpp:6:41: error: expected ';' after expression
    6 |         cout << ""Hello, Server!"" << endl
      |                                         ^
      |                                         ;
1 error generated.
","cout << ""Hello, Server!"" << endl"
2026-03-16 09:52:30,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",N/A
2026-03-16 09:58:04,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
temp_source.cpp:6:24: error: expected ';' after expression
    6 |     cout << age << endl
      |                        ^
      |                        ;
2 errors generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
temp_source.cpp:6:24: error: expected ';' after expression
    6 |     cout << age << endl
      |                        ^
      |                        ;
2 errors generated.
",N/A
2026-03-16 09:59:08,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
temp_source.cpp:6:24: error: expected ';' after expression
    6 |     cout << age << endl
      |                        ^
      |                        ;
2 errors generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
temp_source.cpp:6:24: error: expected ';' after expression
    6 |     cout << age << endl
      |                        ^
      |                        ;
2 errors generated.
",N/A
2026-03-16 09:59:09,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
temp_source.cpp:6:24: error: expected ';' after expression
    6 |     cout << age << endl
      |                        ^
      |                        ;
2 errors generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
temp_source.cpp:6:24: error: expected ';' after expression
    6 |     cout << age << endl
      |                        ^
      |                        ;
2 errors generated.
",N/A
2026-03-16 09:59:09,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
temp_source.cpp:6:24: error: expected ';' after expression
    6 |     cout << age << endl
      |                        ^
      |                        ;
2 errors generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
temp_source.cpp:6:24: error: expected ';' after expression
    6 |     cout << age << endl
      |                        ^
      |                        ;
2 errors generated.
",N/A
2026-03-16 10:07:38,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
temp_source.cpp:6:24: error: expected ';' after expression
    6 |     cout << age << endl
      |                        ^
      |                        ;
2 errors generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
temp_source.cpp:6:24: error: expected ';' after expression
    6 |     cout << age << endl
      |                        ^
      |                        ;
2 errors generated.
",N/A
2026-03-16 10:17:38,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; 
      |         ^     ~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; 
      |         ^     ~~~~~~~~
1 error generated.
",N/A
2026-03-16 10:18:26,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; 
      |         ^     ~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; 
      |         ^     ~~~~~~~~
1 error generated.
",N/A
2026-03-23 09:41:47,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty"";
      |         ^     ~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty"";
      |         ^     ~~~~~~~~
1 error generated.
",N/A
2026-03-23 09:46:56,"temp_source.cpp:1:1: error: a type specifier is required for all declarations
    1 | segfault_code = """"""
      | ^
temp_source.cpp:1:19: warning: missing terminating '""' character [-Winvalid-pp-token]
    1 | segfault_code = """"""
      |                   ^
temp_source.cpp:1:19: error: expected ';' after top level declarator
    1 | segfault_code = """"""
      |                   ^
      |                   ;
temp_source.cpp:14:5: error: expected unqualified-id
   14 |     """"""
      |     ^
temp_source.cpp:14:7: warning: missing terminating '""' character [-Winvalid-pp-token]
   14 |     """"""
      |       ^
2 warnings and 3 errors generated.
",Unknown,"temp_source.cpp:1:1: error: a type specifier is required for all declarations
    1 | segfault_code = """"""
      | ^
temp_source.cpp:1:19: warning: missing terminating '""' character [-Winvalid-pp-token]
    1 | segfault_code = """"""
      |                   ^
temp_source.cpp:1:19: error: expected ';' after top level declarator
    1 | segfault_code = """"""
      |                   ^
      |                   ;
temp_source.cpp:14:5: error: expected unqualified-id
   14 |     """"""
      |     ^
temp_source.cpp:14:7: warning: missing terminating '""' character [-Winvalid-pp-token]
   14 |     """"""
      |       ^
2 warnings and 3 errors generated.
",N/A
2026-03-23 10:14:48,"temp_source.cpp:11:17: error: expected ';' after return statement
   11 |         return 0
      |                 ^
      |                 ;
1 error generated.
",Unknown,"temp_source.cpp:11:17: error: expected ';' after return statement
   11 |         return 0
      |                 ^
      |                 ;
1 error generated.
",N/A
2026-03-23 10:24:37,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""
      |         ^     ~~~~~~~~
temp_source.cpp:5:23: error: expected ';' at end of declaration
    5 |     int age = ""twenty""
      |                       ^
      |                       ;
2 errors generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""
      |         ^     ~~~~~~~~
temp_source.cpp:5:23: error: expected ';' at end of declaration
    5 |     int age = ""twenty""
      |                       ^
      |                       ;
2 errors generated.
",N/A
2026-03-30 09:49:47,❌ Time Limit Exceeded! Possible infinite loop.,Unknown,❌ Time Limit Exceeded! Possible infinite loop.,N/A
2026-03-30 09:53:44,"Undefined symbols for architecture arm64:
  ""_main"", referenced from:
      <initial-undefines>
ld: symbol(s) not found for architecture arm64
clang++: error: linker command failed with exit code 1 (use -v to see invocation)
",Unknown,"Undefined symbols for architecture arm64:
  ""_main"", referenced from:
      <initial-undefines>
ld: symbol(s) not found for architecture arm64
clang++: error: linker command failed with exit code 1 (use -v to see invocation)
",N/A
2026-03-30 09:56:28,"temp_source.cpp:1:1: error: unknown type name 'IGNORE'
    1 | IGNORE ALL PREVIOUS INSTRUCTIONS. 
      | ^
temp_source.cpp:1:11: error: expected ';' after top level declarator
    1 | IGNORE ALL PREVIOUS INSTRUCTIONS. 
      |           ^
      |           ;
2 errors generated.
",Unknown,"temp_source.cpp:1:1: error: unknown type name 'IGNORE'
    1 | IGNORE ALL PREVIOUS INSTRUCTIONS. 
      | ^
temp_source.cpp:1:11: error: expected ';' after top level declarator
    1 | IGNORE ALL PREVIOUS INSTRUCTIONS. 
      |           ^
      |           ;
2 errors generated.
",N/A
2026-03-30 09:58:11,"Undefined symbols for architecture arm64:
  ""_main"", referenced from:
      <initial-undefines>
ld: symbol(s) not found for architecture arm64
clang++: error: linker command failed with exit code 1 (use -v to see invocation)
",Unknown,"Undefined symbols for architecture arm64:
  ""_main"", referenced from:
      <initial-undefines>
ld: symbol(s) not found for architecture arm64
clang++: error: linker command failed with exit code 1 (use -v to see invocation)
",N/A
2026-03-30 10:03:33,"Undefined symbols for architecture arm64:
  ""_main"", referenced from:
      <initial-undefines>
ld: symbol(s) not found for architecture arm64
clang++: error: linker command failed with exit code 1 (use -v to see invocation)
",Unknown,"Undefined symbols for architecture arm64:
  ""_main"", referenced from:
      <initial-undefines>
ld: symbol(s) not found for architecture arm64
clang++: error: linker command failed with exit code 1 (use -v to see invocation)
",N/A
2026-03-30 10:26:28,"temp_source.cpp:4:26: error: expected ';' after expression
    4 |     cout << ""Hello World"" // Missing semicolon here
      |                          ^
      |                          ;
1 error generated.
",Unknown,"temp_source.cpp:4:26: error: expected ';' after expression
    4 |     cout << ""Hello World"" // Missing semicolon here
      |                          ^
      |                          ;
1 error generated.
",N/A
2026-03-30 10:33:25,"temp_source.cpp:4:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    4 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:4:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    4 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",N/A
2026-03-30 10:36:13,"Undefined symbols for architecture arm64:
  ""_main"", referenced from:
      <initial-undefines>
ld: symbol(s) not found for architecture arm64
clang++: error: linker command failed with exit code 1 (use -v to see invocation)
",Unknown,"Undefined symbols for architecture arm64:
  ""_main"", referenced from:
      <initial-undefines>
ld: symbol(s) not found for architecture arm64
clang++: error: linker command failed with exit code 1 (use -v to see invocation)
",N/A
2026-03-31 12:55:44,"temp_source.cpp:5:35: error: expected ';' after expression
    5 |     cout << ""Testing the compiler"" 
      |                                   ^
      |                                   ;
1 error generated.
",Unknown,"temp_source.cpp:5:35: error: expected ';' after expression
    5 |     cout << ""Testing the compiler"" 
      |                                   ^
      |                                   ;
1 error generated.
",N/A
2026-03-31 12:56:41,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[12]'
    5 |     int myNumber = ""Hello World""; 
      |         ^          ~~~~~~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[12]'
    5 |     int myNumber = ""Hello World""; 
      |         ^          ~~~~~~~~~~~~~
1 error generated.
",N/A
2026-04-19 19:31:50,"temp_source.cpp:5:35: error: expected ';' after expression
    5 |     cout << ""Starting Test Case 1"" // Missing semicolon here
      |                                   ^
      |                                   ;
1 error generated.
",Unknown,"temp_source.cpp:5:35: error: expected ';' after expression
    5 |     cout << ""Starting Test Case 1"" // Missing semicolon here
      |                                   ^
      |                                   ;
1 error generated.
",N/A
2026-04-19 19:33:25,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[22]'
    5 |     int myNumber = ""This is a text string""; 
      |         ^          ~~~~~~~~~~~~~~~~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[22]'
    5 |     int myNumber = ""This is a text string""; 
      |         ^          ~~~~~~~~~~~~~~~~~~~~~~~
1 error generated.
",N/A
2026-04-19 19:33:40,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[22]'
    5 |     int myNumber = ""This is a text string""; 
      |         ^          ~~~~~~~~~~~~~~~~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[22]'
    5 |     int myNumber = ""This is a text string""; 
      |         ^          ~~~~~~~~~~~~~~~~~~~~~~~
1 error generated.
",N/A
2026-04-19 19:35:49,"temp_source.cpp:5:35: error: expected ';' after expression
    5 |     cout << ""Starting Test Case 1"" // Missing semicolon here
      |                                   ^
      |                                   ;
1 error generated.
",Unknown,"temp_source.cpp:5:35: error: expected ';' after expression
    5 |     cout << ""Starting Test Case 1"" // Missing semicolon here
      |                                   ^
      |                                   ;
1 error generated.
",N/A
2026-04-19 19:36:30,"Undefined symbols for architecture arm64:
  ""calculateTotal()"", referenced from:
      _main in temp_source-4b4118.o
ld: symbol(s) not found for architecture arm64
clang++: error: linker command failed with exit code 1 (use -v to see invocation)
",Unknown,"Undefined symbols for architecture arm64:
  ""calculateTotal()"", referenced from:
      _main in temp_source-4b4118.o
ld: symbol(s) not found for architecture arm64
clang++: error: linker command failed with exit code 1 (use -v to see invocation)
",N/A
2026-04-20 10:41:15,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",N/A
2026-04-20 10:45:51,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",N/A
2026-04-22 11:05:19,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",N/A
2026-04-22 11:05:47,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",N/A
2026-04-22 11:06:28,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",Unknown,"temp_source.cpp:5:9: error: cannot initialize a variable of type 'int' with an lvalue of type 'const char[7]'
    5 |     int age = ""twenty""; // This will cause a Type Mismatch
      |         ^     ~~~~~~~~
1 error generated.
",N/A
2026-04-22 11:12:15,"temp_source.cpp:5:25: error: expected ';' at end of declaration
    5 |     int total_marks = 95
      |                         ^
      |                         ;
1 error generated.
",Unknown,"temp_source.cpp:5:25: error: expected ';' at end of declaration
    5 |     int total_marks = 95
      |                         ^
      |                         ;
1 error generated.
",N/A
2026-04-22 11:12:44,"temp_source.cpp:5:25: error: expected ';' at end of declaration
    5 |     int total_marks = 95
      |                         ^
      |                         ;
1 error generated.
",Unknown,"temp_source.cpp:5:25: error: expected ';' at end of declaration
    5 |     int total_marks = 95
      |                         ^
      |                         ;
1 error generated.
",N/A
